"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g23636.t1",3197.0685718846,-5.39714706046313,1.46783723362557,-3.67693838037624,0.000236050031509429,0.0178396139569055,69,110,15449,11285,937,5714,1182,92,94,2441,84
"Pocillopora_acuta_HIv2___RNAseq.g8219.t1",582.728874848691,0.862604322183118,0.256545388430557,3.36238482967942,0.000772723523585647,0.0372174051195841,1060,747,824,457,689,479,645,352,604,425,303
"Pocillopora_acuta_HIv2___RNAseq.g15232.t1",81.239600224409,1.32553347549925,0.345771617493709,3.83355199916998,0.000126306085834394,0.0122673481051719,140,41,81,57,58,87,43,49,172,60,76
"Pocillopora_acuta_HIv2___RNAseq.g15230.t1",1822.34545998681,0.416120708204356,0.115613493713159,3.59923997484902,0.000319148575548894,0.0216922336553432,2391,1743,1873,1918,1838,1827,1831,1580,2677,1841,972
"Pocillopora_acuta_HIv2___RNAseq.g12512.t1",46.7284521548513,-7.75334069097742,1.84337593953516,-4.20605505620983,2.5986695178269e-05,0.00439418189546788,0,5,194,113,96,56,62,0,0,36,0
"Pocillopora_acuta_HIv2___RNAseq.g28755.t1",18.095434227161,2.01382558084886,0.586067948152905,3.43616399292229,0.000590013714662386,0.0322543885335343,44,18,9,4,7,13,17,9,29,14,22
"Pocillopora_acuta_HIv2___TS.g13592.t1c",101.114956369375,1.74152718035155,0.502774779634579,3.46383162181942,0.000532539736392937,0.0303806164179116,129,46,57,40,77,88,39,59,147,87,185
"Pocillopora_acuta_HIv2___RNAseq.g17463.t1",3280.82050913836,-1.87689047284716,0.345207389914173,-5.43699389898288,5.41869928793248e-08,3.85942751707772e-05,1316,5589,4674,4800,2209,5255,4953,5026,1426,2973,447
"Pocillopora_acuta_HIv2___RNAseq.g10913.t1",1031.23064958891,-0.921786089916879,0.269701135327962,-3.41780574559306,0.000631281454188763,0.0335125233116191,933,944,1430,1604,1017,1460,1030,1198,814,1339,219
"Pocillopora_acuta_HIv2___RNAseq.g15227.t1",292.250036557684,-1.76744918667272,0.431537841563049,-4.0956991865903,4.20896162532576e-05,0.00642385935335433,111,667,431,361,270,457,273,508,114,192,51
"Pocillopora_acuta_HIv2___RNAseq.g19578.t1",83.392814095069,-9.0464960890879,2.00335756051543,-4.51566723154522,6.3117713506466e-06,0.00170519395201836,0,1,282,299,117,149,89,0,0,53,0
"Pocillopora_acuta_HIv2___RNAseq.g19278.t1",80.5845753006412,1.6676011751731,0.358057847785302,4.65735127853703,3.20303651459992e-06,0.00106034042590361,95,80,52,63,77,56,58,42,186,40,93
"Pocillopora_acuta_HIv2___RNAseq.g8115.t1",83.5548948361951,1.27551748637547,0.394061344629748,3.23685005839361,0.00120856895440572,0.0476614172891814,107,56,49,68,70,68,72,73,109,50,117
"Pocillopora_acuta_HIv2___TS.g4023.t2",1644.20535725078,-0.407019819243652,0.118750591247928,-3.42751825457336,0.000609125348799753,0.0328368857756638,1612,1847,1762,1949,1976,2064,1651,1967,1474,1891,626
"Pocillopora_acuta_HIv2___TS.g21049.t1",12.6445622991853,3.03536549532501,0.775857111169804,3.91227386025813,9.14311421517484e-05,0.0100420446968911,16,11,15,4,10,3,19,6,24,0,19
"Pocillopora_acuta_HIv2___TS.g6598.t2",458.658716175463,-0.685971038932114,0.194198343533279,-3.53232178221211,0.000411927777706892,0.0258726078849208,300,578,675,471,623,537,604,509,428,544,107
"Pocillopora_acuta_HIv2___RNAseq.g4635.t1",349.456813221758,0.849938839026229,0.231329887712625,3.67414192532737,0.000238650061177946,0.0179783046087386,440,295,277,239,338,380,323,308,542,302,313
"Pocillopora_acuta_HIv2___RNAseq.g6573.t1",139.410714650319,-2.13015539278161,0.501007516951391,-4.25174337850961,2.12112832199647e-05,0.00387957704565287,51,150,148,167,272,162,283,69,37,316,15
"Pocillopora_acuta_HIv2___RNAseq.g6571.t1",152.715506311704,-2.22773273380421,0.6897431171547,-3.22980060024949,0.00123876581348336,0.0479168368072401,92,151,77,215,184,295,433,98,28,251,7
"Pocillopora_acuta_HIv2___RNAseq.g27580.t1",37.3664477742535,-8.01463256213376,2.03784463436064,-3.93289676111559,8.3928289928687e-05,0.00948389676194163,0,3,169,131,9,86,12,0,0,28,0
"Pocillopora_acuta_HIv2___RNAseq.g30329.t1",53.7382276676671,1.75205075359331,0.452413333966095,3.87267708985034,0.000107646407070168,0.0110005267468575,74,37,104,33,79,14,58,29,102,27,39
"Pocillopora_acuta_HIv2___RNAseq.g10680.t1a",195.59506445206,0.824866227991118,0.251731772477242,3.27676645611229,0.00105003183334908,0.0448521620938723,304,164,196,157,283,139,252,131,297,193,101
"Pocillopora_acuta_HIv2___RNAseq.g103.t1",263.182234661574,-3.65032431318166,1.1227481832479,-3.25124045413456,0.00114902633733002,0.0472555288307894,27,23,892,1148,76,535,123,41,34,126,23
"Pocillopora_acuta_HIv2___RNAseq.g17616.t1",844.40056804441,1.11834403108372,0.33237278080766,3.36472808743894,0.000766191267187024,0.0370546492674153,1561,937,394,546,489,1009,605,711,1453,588,749
"Pocillopora_acuta_HIv2___RNAseq.g28488.t2",392.980591625711,0.742194521241033,0.230343733482557,3.22211726804904,0.00127247043197918,0.0484613928887037,400,488,484,309,429,303,491,246,501,380,299
"Pocillopora_acuta_HIv2___RNAseq.g25055.t1",40.1334182270316,2.21322909126342,0.504043248067945,4.39095077604348,1.12856089608947e-05,0.0024335500276777,69,39,24,6,29,30,25,27,103,16,48
"Pocillopora_acuta_HIv2___RNAseq.g24345.t1",38.6253167308478,3.34328511877037,0.978519518854594,3.41667698431183,0.000633904447209686,0.033556959745983,51,8,7,0,21,10,37,18,54,16,102
"Pocillopora_acuta_HIv2___RNAseq.g8078.t1",281.099725726498,-1.5512725705356,0.417498871180517,-3.71563296961553,0.00020269563509708,0.0164849764959231,159,526,307,239,224,615,350,399,152,298,40
"Pocillopora_acuta_HIv2___RNAseq.g1659.t1",21.7778660104292,-5.30567304987452,1.56967933695821,-3.38009995095946,0.000724594739745858,0.0357791486617366,2,5,103,80,9,22,12,8,0,16,0
"Pocillopora_acuta_HIv2___TS.g15372.t1",179.981988909733,1.49783394174692,0.330387058059348,4.53357328990127,5.79941305079108e-06,0.00160364005112698,317,109,165,128,134,154,67,136,375,105,192
"Pocillopora_acuta_HIv2___RNAseq.g17261.t1",301.653848467847,1.79660594049911,0.468412595164102,3.8355201355542,0.00012529883989945,0.0122673481051719,261,402,150,211,184,221,208,141,739,150,408
"Pocillopora_acuta_HIv2___RNAseq.g22195.t1",480.201473995164,0.59455383058155,0.174977086417106,3.39789536307782,0.000679063877340259,0.034889690338241,576,399,510,441,518,469,438,397,803,487,303
"Pocillopora_acuta_HIv2___TS.g3574.t1",250.207839470285,-4.03241487187943,1.22934373040284,-3.28013619962748,0.0010375698382962,0.0445832568177584,18,19,1274,789,19,386,266,32,21,108,10
"Pocillopora_acuta_HIv2___RNAseq.g14242.t1",161.911190036197,-3.12419777300406,0.96068353980612,-3.25205714842847,0.00114572982910866,0.0472555288307894,25,49,325,669,32,477,100,37,35,86,23
"Pocillopora_acuta_HIv2___RNAseq.g13180.t1",195.464248050917,-6.70309923353426,1.55336314394709,-4.31521712077042,1.59446111018053e-05,0.00309720776311432,5,4,1021,728,32,243,72,5,3,186,0
"Pocillopora_acuta_HIv2___RNAseq.g4718.t1",362.969389620705,1.03441614712921,0.226735785439057,4.56220946828546,5.06181094735438e-06,0.00148716005633272,595,353,281,261,318,303,457,321,498,254,300
"Pocillopora_acuta_HIv2___RNAseq.g17614.t1",194.599413794748,2.21504904857648,0.459166909807177,4.82406070922372,1.40664571409001e-06,0.00057003104937882,276,153,78,73,94,137,220,92,377,86,317
"Pocillopora_acuta_HIv2___TS.g18650.t1",240.333988592984,1.46674597705239,0.314804938958765,4.65922161800807,3.1740733204965e-06,0.00106034042590361,377,120,288,190,198,149,177,150,495,177,234
"Pocillopora_acuta_HIv2___RNAseq.g4609.t1",733.852802050794,2.51210286020365,0.315638774725342,7.958790431846,1.73729199471655e-15,6.80555184063631e-12,1931,522,280,218,308,497,318,327,2065,311,831
"Pocillopora_acuta_HIv2___RNAseq.g8481.t1",65.3405776498692,-8.3965396193245,2.60022488232217,-3.22915901482562,0.0012415484009364,0.0479168368072401,0,0,338,157,64,85,55,0,0,79,0
"Pocillopora_acuta_HIv2___TS.g791.t1",326.081598974972,2.0112418495972,0.603746336876094,3.33126965209226,0.000864508150698675,0.0399202349194925,517,263,126,68,88,393,93,197,672,142,559
"Pocillopora_acuta_HIv2___RNAseq.g22429.t1",203.869728240239,-2.86389048600518,0.842975615772212,-3.39735863341871,0.000680397326187262,0.034889690338241,13,452,40,239,525,258,229,514,87,95,8
"Pocillopora_acuta_HIv2___TS.g4810.t1",205.019420029677,-2.79035791776678,0.823449707803061,-3.38861971936497,0.000702453565698091,0.0354301901462831,59,133,638,591,66,394,200,54,44,210,15
"Pocillopora_acuta_HIv2___RNAseq.g25063.t1",348.733574678314,-4.96744395148446,1.32168033028091,-3.75843071707717,0.000170982368074934,0.0148373027759141,11,6,1660,1171,47,632,160,20,22,347,9
"Pocillopora_acuta_HIv2___RNAseq.g5165.t1",339.1282598802,0.946730800402877,0.242706616109082,3.90072102516306,9.59066192736158e-05,0.0103403173367297,389,222,314,310,327,282,274,263,682,316,289
"Pocillopora_acuta_HIv2___RNAseq.g26965.t1b",58.0897310265491,1.33158019465207,0.33520225898264,3.97246784282869,7.11318412425161e-05,0.00875731033953127,77,57,38,36,57,52,41,37,104,44,65
"Pocillopora_acuta_HIv2___RNAseq.g1133.t1",95.7922013457486,-0.9593038133156,0.245169918693665,-3.91281205470493,9.12275359342349e-05,0.0100420446968911,60,111,101,139,124,110,100,119,87,145,22
"Pocillopora_acuta_HIv2___TS.g16062.t2",2861.15868079947,-1.3887151112883,0.286243135257737,-4.85152284975459,1.22517091419152e-06,0.000505200301178202,985,5248,3042,3501,6061,2715,5258,2632,875,2906,680
"Pocillopora_acuta_HIv2___TS.g26653.t2a",25.9349761371148,2.51340410668411,0.590112576072764,4.25919427681236,2.05165097069561e-05,0.00382714320755791,45,17,14,5,16,12,34,13,37,12,45
"Pocillopora_acuta_HIv2___TS.g16264.t1",284.935562161131,1.14450913247949,0.323463913726764,3.53829000364558,0.000402727477828527,0.0255829909158965,458,289,131,153,317,224,302,275,462,228,246
"Pocillopora_acuta_HIv2___RNAseq.g1972.t1",484.375703515556,-4.87844128924294,1.29360749650637,-3.77119126351548,0.000162470082271395,0.0144647606579806,22,23,2536,2033,87,387,317,26,18,230,13
"Pocillopora_acuta_HIv2___RNAseq.g540.t1",46.9238550259175,3.17493645406989,0.898911076492406,3.53198056748688,0.000412459664138905,0.0258726078849208,20,8,35,9,16,17,9,21,50,14,153
"Pocillopora_acuta_HIv2___RNAseq.g26040.t1",82.3264570280862,1.47058673010763,0.435015324930684,3.38054005417385,0.000723435300651083,0.0357791486617366,94,64,48,65,73,43,60,54,111,72,128
"Pocillopora_acuta_HIv2___RNAseq.g10522.t1",1374.33370274681,1.07778409702423,0.241836613683317,4.45666220928637,8.32456171334682e-06,0.00199653569908677,2172,1347,1440,809,2484,1001,1423,921,1878,1038,873
"Pocillopora_acuta_HIv2___RNAseq.g17887.t1",2012.03756365262,-0.437014736488064,0.117548087591192,-3.71775284007947,0.00020100277707809,0.0164040599737619,1779,2338,2553,2471,2416,2099,2467,2317,1844,2278,669
"Pocillopora_acuta_HIv2___TS.g17781.t1",728.718690639342,1.03757100149453,0.28631447238277,3.62388597705048,0.000290209584728655,0.0202627043713829,1052,999,467,727,536,550,618,461,1340,628,576
"Pocillopora_acuta_HIv2___RNAseq.g25220.t1",201.170787988569,-2.01810588223348,0.552792405192078,-3.65074820724472,0.000261477483823281,0.0187370938408,50,404,255,221,76,307,381,405,68,155,39
"Pocillopora_acuta_HIv2___TS.g15356.t1",1857.21582434609,-5.24972337781494,1.55539385273742,-3.37517302680326,0.000737692945012028,0.0360823933337979,45,76,7582,8126,66,3645,1046,102,48,821,71
"Pocillopora_acuta_HIv2___RNAseq.g4697.t1",521.401853919515,1.4855035575114,0.368155917009934,4.03498487699525,5.46058145450425e-05,0.0075944086690336,582,564,317,410,307,468,282,314,1250,308,611
"Pocillopora_acuta_HIv2___RNAseq.g13458.t1",109.358239966355,-1.02506400419781,0.239133254488309,-4.28658074507961,1.81444269924932e-05,0.00346720822789886,64,151,134,163,159,126,136,135,79,111,24
"Pocillopora_acuta_HIv2___TS.g15812.t1c",956.351291863521,3.86088428157809,0.445767969943589,8.66119717409637,4.66835244996803e-18,2.74312389960122e-14,3008,483,261,416,438,119,299,142,2906,134,1347
"Pocillopora_acuta_HIv2___RNAseq.g24551.t1",477.480631604115,-5.11418862487455,1.29632366598226,-3.94514792800561,7.97507297920731e-05,0.00932014937066102,9,20,2355,1838,66,532,565,27,26,182,10
"Pocillopora_acuta_HIv2___RNAseq.g17719.t1",109.628725665626,1.02211110503183,0.270599769086926,3.77720612430936,0.000158597470301313,0.0142277669540537,146,108,144,93,139,76,94,60,179,95,78
"Pocillopora_acuta_HIv2___RNAseq.g29042.t1",336.264815018183,-4.97043279241353,1.08087990635864,-4.59850605342305,4.2553135274296e-06,0.00130386493521696,18,40,1505,1230,107,470,218,64,18,278,6
"Pocillopora_acuta_HIv2___RNAseq.g25434.t1",278.400967032887,1.41536986273747,0.236166569466951,5.99309997995097,2.05878187944822e-09,2.01623372060629e-06,494,253,282,186,341,148,247,143,489,252,216
"Pocillopora_acuta_HIv2___RNAseq.g13916.t1",789.047442901079,-5.43748061148678,1.63888762691894,-3.31778733463812,0.00090733538508991,0.0410905797517404,6,17,3528,3174,103,1332,218,22,12,753,33
"Pocillopora_acuta_HIv2___TS.g23498.t1",3028.62680087382,-2.99837906579633,0.925100350114836,-3.24113926172888,0.00119053008194065,0.0474699212372091,495,532,14940,7328,1417,3493,3270,750,608,2884,125
"Pocillopora_acuta_HIv2___TS.g28414.t1",10.0754498400798,-4.44309381721599,1.31419437119668,-3.38084983058494,0.000722620237493656,0.0357791486617366,1,4,11,39,16,16,18,8,1,6,0
"Pocillopora_acuta_HIv2___RNAseq.g4251.t1",1097.79242275485,-4.7352422660459,1.20314321007284,-3.93572620981607,8.29454930252106e-05,0.00941812013557754,32,52,5892,3245,303,1196,977,48,64,1130,29
"Pocillopora_acuta_HIv2___RNAseq.g13295.t3",193.550881281554,1.25638142004836,0.329567444648269,3.8122133737731,0.000137727899621613,0.0131058969745198,347,105,147,111,153,227,182,113,467,156,129
"Pocillopora_acuta_HIv2___TS.g12680.t1",457.866885208174,-0.802736247966309,0.228351247037385,-3.51535740829516,0.0004391625234899,0.0270604568941583,394,563,622,607,596,579,458,543,361,529,98
"Pocillopora_acuta_HIv2___RNAseq.g22816.t1",20161.7566898371,1.01024922154265,0.225273830437839,4.48453874814993,7.30718272498111e-06,0.00182710662519102,23773,20227,14995,18558,20496,17050,18198,17048,37366,12880,17500
"Pocillopora_acuta_HIv2___RNAseq.g30916.t1",33.3039969160778,-1.45350451276395,0.446105623639677,-3.25820710553956,0.00112118548182559,0.046819201247498,21,17,28,52,29,52,52,46,21,62,7
"Pocillopora_acuta_HIv2___RNAseq.g24810.t1",140.839815628881,0.898799253738974,0.273145436938032,3.29055196313927,0.000999910320842576,0.043631256731892,174,196,108,84,177,96,166,138,207,112,102
"Pocillopora_acuta_HIv2___RNAseq.g13001.t1",263.900202761922,1.43282256550967,0.330762920582726,4.33187179199342,1.47847029775334e-05,0.00297008255370894,301,251,425,201,288,154,214,129,483,161,241
"Pocillopora_acuta_HIv2___RNAseq.g11857.t1",2218.35587909765,-0.760425291198587,0.189043379877888,-4.02249098429039,5.75858591529464e-05,0.00783118658664161,1484,2238,2167,2694,2766,2945,2624,2980,2343,2904,606
"Pocillopora_acuta_HIv2___RNAseq.g25494.t1",1470.6077816989,2.4935598724318,0.686453935938875,3.63252323554866,0.000280663294389914,0.0196916718547479,1029,672,1731,1038,432,673,2308,270,5198,346,1726
"Pocillopora_acuta_HIv2___RNAseq.g3080.t1",546.096058120978,1.30727932156329,0.405999347470973,3.21990498188364,0.00128233092282959,0.0485317702257482,685,503,626,637,550,434,477,215,1034,217,498
"Pocillopora_acuta_HIv2___TS.g23690.t1",1054.4270556918,0.671797535128487,0.196424985830891,3.42012260958929,0.000625929173115878,0.0335121623802178,1312,959,1200,936,1334,889,920,773,1654,1101,669
"Pocillopora_acuta_HIv2___RNAseq.g9412.t1",89.6531912392062,1.27535652471186,0.341341751855534,3.73630391763978,0.00018674494509662,0.015903091266489,148,100,85,71,39,63,91,58,197,73,63
"Pocillopora_acuta_HIv2___TS.g5389.t1",80.8480610833588,-1.38894917465111,0.403898779225075,-3.4388545994518,0.000584180905372653,0.0321559437936273,34,103,148,101,130,67,191,50,38,102,8
"Pocillopora_acuta_HIv2___RNAseq.g24386.t1",50.1387427563684,1.83481646668249,0.49720760937497,3.69024212841192,0.000224040701660155,0.0172650906617058,77,66,27,12,56,24,100,22,90,38,41
"Pocillopora_acuta_HIv2___TS.g13969.t1",746.414553680153,-1.2450764200241,0.256243603701511,-4.85895609505415,1.18006296207959e-06,0.000495289283227119,489,550,1022,1155,1011,886,787,1120,470,1026,168
"Pocillopora_acuta_HIv2___RNAseq.g4156.t1",49.0268423649284,-4.95936207519903,1.52335242731565,-3.25555793017515,0.00113169806856652,0.0469954618437942,0,12,199,190,13,73,20,4,0,56,4
"Pocillopora_acuta_HIv2___RNAseq.g22876.t1",579.248214497035,-5.92906575029007,1.4781796983919,-4.01105884266997,6.0447041124579e-05,0.00816521410685117,10,14,2371,1997,157,1042,442,9,15,739,10
"Pocillopora_acuta_HIv2___RNAseq.179_t",174.436894344224,-5.05727723713405,1.35627149679447,-3.72880890668782,0.000192386970430919,0.0161495119750297,8,5,981,578,62,152,103,28,12,134,0
"Pocillopora_acuta_HIv2___RNAseq.g10306.t1",744.393194709797,-4.39649599159758,1.18870601381492,-3.69855619514187,0.000216829348300754,0.0169775957187578,29,60,3489,2208,121,1191,711,30,58,828,30
"Pocillopora_acuta_HIv2___RNAseq.g8580.t1",294.375645469593,2.32285977955199,0.51524209741138,4.5082880285253,6.53528169561606e-06,0.00172010480887043,730,249,105,48,83,243,135,144,935,169,283
"Pocillopora_acuta_HIv2___RNAseq.g22338.t1b",52.554901961479,2.08779990463656,0.560625527054827,3.72405429985422,0.000196048730134049,0.0163401750108889,65,67,37,14,87,17,53,25,50,35,79
"Pocillopora_acuta_HIv2___RNAseq.g13797.t1",253.313607250644,-0.940688858643831,0.243534812943825,-3.86264635956099,0.000112165323542104,0.0113147371868395,173,337,423,297,305,339,249,320,163,273,66
"Pocillopora_acuta_HIv2___RNAseq.g28156.t1",776.563388697914,-3.90665865685479,0.98209791246508,-3.97787084899613,6.9535120863208e-05,0.00875731033953127,67,251,59,2948,1046,2653,99,1481,83,124,96
"Pocillopora_acuta_HIv2___TS.g16837.t2",1137.65230181629,0.898612896845052,0.157735955561895,5.69694394435286,1.21974008735544e-08,1.02388467904294e-05,1715,962,867,956,1091,1137,832,873,2208,1072,800
"Pocillopora_acuta_HIv2___RNAseq.g4071.t1",85.175515171219,2.35781780480254,0.611631907738129,3.85496206946097,0.000115747573619168,0.0114790336301474,103,96,20,46,51,40,98,34,115,32,165
"Pocillopora_acuta_HIv2___RNAseq.g10758.t1",611.135124537252,-0.445829237089964,0.138206738261458,-3.22581404277517,0.00125614942996331,0.0481289682100105,513,725,647,701,716,641,711,754,642,805,202
"Pocillopora_acuta_HIv2___TS.g18657.t1b",29.6077794195483,-7.37823901601563,2.2761544221431,-3.24153710496879,0.00118886956301597,0.0474699212372091,0,0,175,78,7,52,9,0,0,28,0
"Pocillopora_acuta_HIv2___TS.g5306.t1",6.78069734311422,6.76910388939942,2.05916815487994,3.28730020098533,0.00101152939318637,0.043631256731892,11,11,0,0,0,0,9,0,35,0,7
"Pocillopora_acuta_HIv2___RNAseq.g14381.t1",173.543804425209,-3.83662684068914,1.06246107043302,-3.61107521720818,0.000304930202291952,0.0208952754363558,24,51,407,756,20,416,202,22,29,91,7
"Pocillopora_acuta_HIv2___RNAseq.g13918.t1",323.43968983906,-5.3759986901637,1.59246624245288,-3.37589491497354,0.000735760155472184,0.0360823933337979,6,9,1456,1222,47,651,74,6,23,281,5
"Pocillopora_acuta_HIv2___RNAseq.g16272.t1",652.078093494517,-1.05137706523353,0.286227048095544,-3.67322750323225,0.000239506066802996,0.0179851456681713,369,726,1314,727,684,906,966,590,387,796,155
"Pocillopora_acuta_HIv2___RNAseq.g15466.t1",95.3448985594905,1.01393188759197,0.293727664918504,3.45194548791749,0.000556560156316139,0.0310721850690131,136,81,114,87,101,73,99,63,114,67,88
"Pocillopora_acuta_HIv2___RNAseq.g29832.t1",686.518267931586,-3.38050972022778,1.0144085741451,-3.33249324423026,0.000860715601244464,0.0398233454560037,108,113,2629,2307,192,1295,267,125,91,799,58
"Pocillopora_acuta_HIv2___RNAseq.g25053.t1",123.483178850553,2.23848818542545,0.439949652309165,5.08805535741712,3.61753785766196e-07,0.000166718842757817,262,81,22,44,37,104,44,66,380,62,156
"Pocillopora_acuta_HIv2___RNAseq.g23306.t1",84.4843392808795,1.48358376709697,0.373398042243833,3.97319642647772,7.09145216360252e-05,0.00875731033953127,135,83,68,51,52,63,71,40,117,78,107
"Pocillopora_acuta_HIv2___RNAseq.g17840.t1",224.324719020008,1.97109407452575,0.533035745882412,3.69786471123566,0.000217420707596413,0.0169775957187578,573,191,75,55,57,249,137,118,438,126,273
"Pocillopora_acuta_HIv2___RNAseq.17575_t",185.329566613466,-2.05667424368338,0.598351627436351,-3.43723347506421,0.000587688784736331,0.0322543885335343,81,136,503,429,148,205,219,99,58,285,20
"Pocillopora_acuta_HIv2___RNAseq.g28515.t1",2205.73882349771,-2.23782164178051,0.564897150106708,-3.96146739518475,7.44905552026946e-05,0.0089160329122356,400,3812,1107,3455,5832,3536,1827,3813,661,1236,394
"Pocillopora_acuta_HIv2___RNAseq.g17511.t1",6644.63779253839,-5.71897318648556,1.4401427806972,-3.97111540823535,7.15369122357898e-05,0.00875731033953127,133,167,24012,19316,1557,15723,3621,136,157,12792,176
"Pocillopora_acuta_HIv2___RNAseq.g26274.t1",1133.14569348538,0.641645532340698,0.167333005314681,3.83454257057082,0.000125798184530853,0.0122673481051719,1350,1162,1188,952,1211,984,1287,945,1404,1088,861
"Pocillopora_acuta_HIv2___RNAseq.3335_t",2814.82237021224,4.27824705298952,0.781807866893216,5.47224866128633,4.44360725574902e-08,3.26382952934765e-05,2892,577,2002,938,263,427,1875,117,13222,317,4773
"Pocillopora_acuta_HIv2___RNAseq.g22425.t1",213.083545955742,0.716437109101949,0.213304491069759,3.35875304598085,0.000782950016473898,0.0375712492473623,395,196,195,196,183,205,195,172,350,216,102
"Pocillopora_acuta_HIv2___RNAseq.g13871.t1",884.839439679526,-0.565481932975381,0.140486997990023,-4.0251549329536,5.69378158122013e-05,0.00782611943187122,706,1280,965,1002,1157,953,1092,1018,792,1079,254
"Pocillopora_acuta_HIv2___RNAseq.g11864.t1",968.609349273761,-1.40204491328592,0.353791533600638,-3.96291256327391,7.40409043457482e-05,0.0089160329122356,438,1110,1399,1397,1344,1425,1114,1287,822,1031,104
"Pocillopora_acuta_HIv2___RNAseq.g21957.t1",1382.40927017225,-1.21354918380775,0.361600858983652,-3.3560461864462,0.000790653634488293,0.0378483157332237,839,1270,2763,2523,1420,1862,1533,1156,856,1609,288
"Pocillopora_acuta_HIv2___RNAseq.g18425.t1",1233.94395130037,-0.757125067953234,0.235290988471383,-3.21782433263617,0.00129166900370329,0.0486528658061571,982,1241,1848,1873,1208,1534,1474,1280,1034,1485,336
"Pocillopora_acuta_HIv2___TS.g9777.t1",2751.90172473081,-1.15534156491563,0.290695211245877,-3.97440865972302,7.05543318409957e-05,0.00875731033953127,1696,2623,3975,4517,2654,2382,3044,5026,1927,3336,703
"Pocillopora_acuta_HIv2___TS.g7019.t1",113.941968861629,1.21716063532594,0.326835361853862,3.72407877905871,0.00019602971087514,0.0163401750108889,248,130,83,84,53,106,100,82,208,85,76
"Pocillopora_acuta_HIv2___RNAseq.g2136.t1",643.952038281774,-4.41855397927489,1.21534071955807,-3.63565040500049,0.000277280156467041,0.0195326868091236,46,40,3288,2270,198,751,434,26,29,469,22
"Pocillopora_acuta_HIv2___RNAseq.g29652.t1",733.624914458331,-6.68990921918981,1.49175822770236,-4.48458007132549,7.30576684551066e-06,0.00182710662519102,9,18,3394,2725,240,1392,386,24,9,407,7
"Pocillopora_acuta_HIv2___TS.g12386.t1",923.661883112964,-5.83928502831232,1.63099839788075,-3.58019053599294,0.000343343756315625,0.0227328390064024,17,21,5354,3849,59,772,482,44,19,227,13
"Pocillopora_acuta_HIv2___RNAseq.g17647.t1",14.514175198227,2.47045522263109,0.738056684351344,3.34724320639722,0.000816195686415348,0.0385993227635942,26,6,5,5,8,4,3,14,21,5,32
"Pocillopora_acuta_HIv2___RNAseq.g15411.t1",132.083331988358,2.75242049996462,0.673625952833788,4.08597751969891,4.38916281617052e-05,0.00657088425676891,308,191,17,37,75,58,68,71,179,32,230
"Pocillopora_acuta_HIv2___RNAseq.g4995.t1",8.71385932712787,-6.20508982299634,1.3972787999228,-4.44083873836717,8.9608929166723e-06,0.0020853151199353,0,15,4,17,8,26,6,19,0,8,0
"Pocillopora_acuta_HIv2___RNAseq.g3846.t1",360.721149190969,-1.14787882165227,0.29591486630697,-3.87908467045892,0.000104850257337203,0.0109151894287085,243,373,592,505,452,395,389,548,263,420,58
"Pocillopora_acuta_HIv2___RNAseq.g25364.t1",573.16954994071,-0.721489672139387,0.149789450481021,-4.81669216238164,1.45957599181109e-06,0.000576564046812664,500,657,681,694,673,701,652,798,424,673,172
"Pocillopora_acuta_HIv2___RNAseq.g714.t1",69.9426198356102,2.29800271971822,0.672849187675755,3.41533104566312,0.00063704536380349,0.0336474477097466,71,64,41,22,12,60,35,30,120,29,149
"Pocillopora_acuta_HIv2___RNAseq.g13807.t1",191.359236004371,1.87452329656707,0.477151403931578,3.92857126924826,8.54520272836421e-05,0.00960987774772595,196,152,170,114,182,99,136,105,206,112,349
"Pocillopora_acuta_HIv2___RNAseq.g5513.t1",128.430070841855,0.776326361745159,0.19720632256099,3.93662004170817,8.26372918647516e-05,0.00941812013557754,172,139,152,99,174,92,154,119,172,89,78
"Pocillopora_acuta_HIv2___TS.g4333.t1",213.523732988035,-0.955232251146381,0.27577182616081,-3.46385004024798,0.000532503276275487,0.0303806164179116,154,195,261,394,204,293,220,239,201,268,49
"Pocillopora_acuta_HIv2___RNAseq.g14311.t2",49.8554791503128,1.65818295320848,0.437103889551475,3.79356714237887,0.000148498452593945,0.0137413686211342,85,31,63,47,29,29,29,25,95,27,57
"Pocillopora_acuta_HIv2___TS.g1450.t1",32.9529014446868,1.83572786964462,0.420491920093872,4.36566740505931,1.26735195978781e-05,0.0026596286127547,48,23,23,14,27,15,23,22,106,29,28
"Pocillopora_acuta_HIv2___RNAseq.g22061.t1",176.514414534099,-0.830149712826833,0.252174943635847,-3.29195954545591,0.000994919222064426,0.0436279503645565,104,201,225,244,263,251,188,202,126,164,63
"Pocillopora_acuta_HIv2___RNAseq.g556.t1",638.453599898161,-0.578033739013597,0.164480239247524,-3.51430507189208,0.000440906133992815,0.0270604568941583,498,759,862,759,853,571,873,776,542,758,182
"Pocillopora_acuta_HIv2___RNAseq.g5963.t1",44.1641363803463,2.29259017131534,0.675583869928411,3.39349453615326,0.000690069351386156,0.0351069048376195,59,24,14,12,74,15,17,21,90,36,72
