"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"17542",381,0.61250028119785,3,10,"GO:0045467","R7 cell development",0.838344705955975,"Mid_v_Control","Biological Processes"
"17543",86,0.625483475190512,5,188,"GO:0045471","response to ethanol",0.845091393041482,"Mid_v_Control","Biological Processes"
"17544",109,0.833802645546447,2,21,"GO:0045472","response to ether",0.940732420962024,"Mid_v_Control","Biological Processes"
"17545",214,0.593815027316802,2,35,"GO:0045475","locomotor rhythm",0.827441019572233,"Mid_v_Control","Biological Processes"
"17546",1204,0.128315704217644,2,9,"GO:0045476","nurse cell apoptotic process",0.430331319929673,"Mid_v_Control","Biological Processes"
"17547",408,0.587388056224907,4,10,"GO:0045477","regulation of nurse cell apoptotic process",0.824181913370352,"Mid_v_Control","Biological Processes"
"17548",-492,0.583345580052002,3,7,"GO:0045498","sex comb development",0.821431650920442,"Mid_v_Control","Biological Processes"
"17549",208,0.616180389233666,3,33,"GO:0045540;GO:0106118","regulation of cholesterol biosynthetic process",0.840281760268265,"Mid_v_Control","Biological Processes"
"17550",303,0.558960110781747,2,21,"GO:0045570","regulation of imaginal disc growth",0.80616235788445,"Mid_v_Control","Biological Processes"
"17551",435,0.653773126963971,2,6,"GO:0045571","negative regulation of imaginal disc growth",0.858824040371562,"Mid_v_Control","Biological Processes"
"17552",478,0.569015779476162,2,8,"GO:0045572","positive regulation of imaginal disc growth",0.812075824206573,"Mid_v_Control","Biological Processes"
"17553",298,0.677553398121922,5,11,"GO:0045577;GO:0045579","regulation of B cell differentiation",0.872354746026866,"Mid_v_Control","Biological Processes"
"17554",690,0.0186985403009665,3,66,"GO:0045580;GO:0045619","regulation of lymphocyte differentiation",0.153879364340499,"Mid_v_Control","Biological Processes"
"17555",692,0.182003829436669,2,21,"GO:0045581;GO:0045620","negative regulation of lymphocyte differentiation",0.506403036952015,"Mid_v_Control","Biological Processes"
"17556",690,0.0740685578935748,8,38,"GO:0045582;GO:0045621","positive regulation of lymphocyte differentiation",0.324399450078669,"Mid_v_Control","Biological Processes"
"17557",613,0.494957434295228,6,7,"GO:0045589","regulation of regulatory T cell differentiation",0.773048724189693,"Mid_v_Control","Biological Processes"
"17558",109,0.335830658546203,2,468,"GO:0045596","negative regulation of cell differentiation",0.655595515215402,"Mid_v_Control","Biological Processes"
"17559",-16,0.960204201498666,2,56,"GO:0045598","regulation of fat cell differentiation",0.985528475091666,"Mid_v_Control","Biological Processes"
"17560",40,0.937109046386993,2,22,"GO:0045599","negative regulation of fat cell differentiation",0.979832872852419,"Mid_v_Control","Biological Processes"
"17561",-153,0.728870406599966,6,29,"GO:0045600","positive regulation of fat cell differentiation",0.891427489841257,"Mid_v_Control","Biological Processes"
"17562",840,0.185847739375557,3,14,"GO:0045601","regulation of endothelial cell differentiation",0.510283560967597,"Mid_v_Control","Biological Processes"
"17563",425,0.6356355944647,2,7,"GO:0045603","positive regulation of endothelial cell differentiation",0.848886519733145,"Mid_v_Control","Biological Processes"
"17564",605,0.203612981439987,2,25,"GO:0045604","regulation of epidermal cell differentiation",0.53140676999023,"Mid_v_Control","Biological Processes"
"17565",1139,0.2401555483581,6,6,"GO:0045605","negative regulation of epidermal cell differentiation",0.572986402981855,"Mid_v_Control","Biological Processes"
"17566",864,0.303490694848376,2,8,"GO:0045606","positive regulation of epidermal cell differentiation",0.633459284565307,"Mid_v_Control","Biological Processes"
"17567",-343,0.453614765679805,2,27,"GO:0045610","regulation of hemocyte differentiation",0.742577653449669,"Mid_v_Control","Biological Processes"
"17568",536,0.453929926065143,3,11,"GO:0045611;GO:0035203;GO:0035204;GO:0045613;GO:0045614","negative regulation of hemocyte differentiation",0.742577653449669,"Mid_v_Control","Biological Processes"
"17569",378,0.581624673228882,6,12,"GO:0045616","regulation of keratinocyte differentiation",0.820962116291817,"Mid_v_Control","Biological Processes"
"17570",942,0.375033803615316,2,5,"GO:0045618","positive regulation of keratinocyte differentiation",0.687372234241368,"Mid_v_Control","Biological Processes"
"17571",1320,0.116150342039825,3,8,"GO:0045623","negative regulation of T-helper cell differentiation",0.411287596558734,"Mid_v_Control","Biological Processes"
"17572",195,0.310533324659663,4,156,"GO:0045637","regulation of myeloid cell differentiation",0.638890953927209,"Mid_v_Control","Biological Processes"
"17573",1156,0.000597059180028185,3,50,"GO:0045638","negative regulation of myeloid cell differentiation",0.0143028306405942,"Mid_v_Control","Biological Processes"
"17574",-281,0.41869992986409,2,47,"GO:0045639","positive regulation of myeloid cell differentiation",0.720202685893872,"Mid_v_Control","Biological Processes"
"17575",876,0.025170605208013,5,37,"GO:0045646","regulation of erythrocyte differentiation",0.1824151212327,"Mid_v_Control","Biological Processes"
"17576",1548,0.065301451062383,7,8,"GO:0045647","negative regulation of erythrocyte differentiation",0.303287822555824,"Mid_v_Control","Biological Processes"
"17577",1229,0.0242116266781068,2,19,"GO:0045648","positive regulation of erythrocyte differentiation",0.178406220491106,"Mid_v_Control","Biological Processes"
"17578",339,0.705598731429047,2,7,"GO:0045649","regulation of macrophage differentiation",0.883416778219567,"Mid_v_Control","Biological Processes"
"17579",285,0.454672808906157,2,39,"GO:0045652","regulation of megakaryocyte differentiation",0.743587343918665,"Mid_v_Control","Biological Processes"
"17580",803,0.371264733011118,2,7,"GO:0045655","regulation of monocyte differentiation",0.685634652068285,"Mid_v_Control","Biological Processes"
"17581",2048,0.0538886876491844,2,5,"GO:0045656","negative regulation of monocyte differentiation",0.278236793036845,"Mid_v_Control","Biological Processes"
"17582",923,0.0686487032695379,2,22,"GO:0045661","regulation of myoblast differentiation",0.311021728365893,"Mid_v_Control","Biological Processes"
"17583",1070,0.20285354530347,3,8,"GO:0045662","negative regulation of myoblast differentiation",0.529926899585268,"Mid_v_Control","Biological Processes"
"17584",484,0.480472634311358,2,12,"GO:0045663","positive regulation of myoblast differentiation",0.763986618960432,"Mid_v_Control","Biological Processes"
"17585",131,0.478146249438662,3,170,"GO:0045665","negative regulation of neuron differentiation",0.761969124139123,"Mid_v_Control","Biological Processes"
"17586",254,0.341029596072223,2,80,"GO:0045667","regulation of osteoblast differentiation",0.65965090551139,"Mid_v_Control","Biological Processes"
"17587",237,0.523168687151908,3,41,"GO:0045668","negative regulation of osteoblast differentiation",0.788339795912163,"Mid_v_Control","Biological Processes"
"17588",-81,0.847516894934289,2,32,"GO:0045669","positive regulation of osteoblast differentiation",0.94743197946839,"Mid_v_Control","Biological Processes"
"17589",-520,0.099498161234217,2,57,"GO:0045670","regulation of osteoclast differentiation",0.379076383033392,"Mid_v_Control","Biological Processes"
"17590",755,0.27116500973763,5,12,"GO:0045671","negative regulation of osteoclast differentiation",0.605325210059838,"Mid_v_Control","Biological Processes"
"17591",-1508,0.0045506035101788,3,20,"GO:0045672","positive regulation of osteoclast differentiation",0.0618986688959263,"Mid_v_Control","Biological Processes"
"17592",2138,0.0044272348033421,4,10,"GO:0045676;GO:0110116","regulation of compound eye photoreceptor cell differentiation",0.0610754134608602,"Mid_v_Control","Biological Processes"
"17593",369,0.32626845778156,2,40,"GO:0045682","regulation of epidermis development",0.650187616526361,"Mid_v_Control","Biological Processes"
"17594",1682,0.0336722252621257,3,9,"GO:0045683","negative regulation of epidermis development",0.215826679501932,"Mid_v_Control","Biological Processes"
"17595",140,0.820120906388497,2,15,"GO:0045684","positive regulation of epidermis development",0.932485665469012,"Mid_v_Control","Biological Processes"
"17596",28,0.93785892352515,2,44,"GO:0045685","regulation of glial cell differentiation",0.979929198152054,"Mid_v_Control","Biological Processes"
"17597",-141,0.732798692559725,2,33,"GO:0045686;GO:0048710;GO:0048712","negative regulation of glial cell differentiation",0.893093689778763,"Mid_v_Control","Biological Processes"
"17598",472,0.457706921351708,2,14,"GO:0045687","positive regulation of glial cell differentiation",0.747103959624291,"Mid_v_Control","Biological Processes"
"17599",-169,0.861871565881568,5,6,"GO:0045704;GO:0045705","negative regulation of salivary gland boundary specification",0.950102036842145,"Mid_v_Control","Biological Processes"
"17600",-506,0.633841395823076,3,5,"GO:0045717","negative regulation of fatty acid biosynthetic process",0.847590374649967,"Mid_v_Control","Biological Processes"
"17601",-993,0.26889573728977,3,7,"GO:0045719;GO:0070874","negative regulation of glycogen metabolic process",0.603816348213878,"Mid_v_Control","Biological Processes"
"17602",-105,0.883107588190056,3,11,"GO:0045722","positive regulation of gluconeogenesis",0.958380866929679,"Mid_v_Control","Biological Processes"
"17603",-32,0.957810370302879,3,15,"GO:0045723","positive regulation of fatty acid biosynthetic process",0.984772191326175,"Mid_v_Control","Biological Processes"
"17604",-14,0.978854966843031,2,21,"GO:0045724","positive regulation of cilium assembly",0.992781083100825,"Mid_v_Control","Biological Processes"
"17605",8,0.993343579670321,5,6,"GO:0045725","positive regulation of glycogen biosynthetic process",0.997902127933465,"Mid_v_Control","Biological Processes"
"17606",-1015,0.1999022126609,2,9,"GO:0045730","respiratory burst",0.527397212081329,"Mid_v_Control","Biological Processes"
"17607",110,0.505922999466954,2,213,"GO:0045732","positive regulation of protein catabolic process",0.780178886590036,"Mid_v_Control","Biological Processes"
"17608",1782,0.00271316313953606,2,16,"GO:0045736;GO:1904030","negative regulation of cyclin-dependent protein kinase activity",0.0441038085072386,"Mid_v_Control","Biological Processes"
"17609",408,0.410748886310373,2,23,"GO:0045737;GO:1904031","positive regulation of cyclin-dependent protein kinase activity",0.715216180379772,"Mid_v_Control","Biological Processes"
"17610",-226,0.721952298035593,2,14,"GO:0045738;GO:2000780","negative regulation of DNA repair",0.888845557111237,"Mid_v_Control","Biological Processes"
"17611",869,0.0154589533230929,3,44,"GO:0045739","positive regulation of DNA repair",0.133924783034759,"Mid_v_Control","Biological Processes"
"17612",799,0.0243724931456095,2,45,"GO:0045740","positive regulation of DNA replication",0.17914539371748,"Mid_v_Control","Biological Processes"
"17613",-271,0.762800830277152,6,7,"GO:0045741","positive regulation of epidermal growth factor-activated receptor activity",0.90883097451044,"Mid_v_Control","Biological Processes"
"17614",487,0.347884770732366,4,21,"GO:0045742;GO:1901186","positive regulation of ERBB signaling pathway",0.666769455433931,"Mid_v_Control","Biological Processes"
"17615",-17,0.98063550378757,2,11,"GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway",0.99295331462913,"Mid_v_Control","Biological Processes"
"17616",-757,0.0636353935888024,2,34,"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",0.299547035692079,"Mid_v_Control","Biological Processes"
"17617",-250,0.599220656929009,3,25,"GO:0045745","positive regulation of G protein-coupled receptor signaling pathway",0.830559287992149,"Mid_v_Control","Biological Processes"
"17618",-149,0.572962339582882,3,82,"GO:0045746","negative regulation of Notch signaling pathway",0.814369003918307,"Mid_v_Control","Biological Processes"
"17619",354,0.279238831086113,6,53,"GO:0045747","positive regulation of Notch signaling pathway",0.611179620739485,"Mid_v_Control","Biological Processes"
"17620",-1359,0.0391459565944787,3,13,"GO:0045760","positive regulation of action potential",0.234439904017743,"Mid_v_Control","Biological Processes"
"17621",-209,0.60798793449652,2,34,"GO:0045761;GO:0031279;GO:0051339","regulation of lyase activity",0.836395653249172,"Mid_v_Control","Biological Processes"
"17622",133,0.489214459596994,2,155,"GO:0045765;GO:1901342","regulation of vasculature development",0.76904409071079,"Mid_v_Control","Biological Processes"
"17623",-177,0.474469055522819,2,93,"GO:0045766;GO:1904018","positive regulation of vasculature development",0.759176149683213,"Mid_v_Control","Biological Processes"
"17624",270,0.360359735983419,4,65,"GO:0045773","positive regulation of axon extension",0.676079265675847,"Mid_v_Control","Biological Processes"
"17625",-678,0.124805318393735,2,29,"GO:0045776","negative regulation of blood pressure",0.426050900395178,"Mid_v_Control","Biological Processes"
"17626",-695,0.115539468913653,2,29,"GO:0045777","positive regulation of blood pressure",0.410106201296991,"Mid_v_Control","Biological Processes"
"17627",-207,0.449841906432107,2,76,"GO:0045778","positive regulation of ossification",0.740599488135442,"Mid_v_Control","Biological Processes"
"17628",389,0.0367756705975077,2,166,"GO:0045785","positive regulation of cell adhesion",0.225727845358354,"Mid_v_Control","Biological Processes"
"17629",743,9.25783148591246e-10,2,402,"GO:0045786","negative regulation of cell cycle",1.48050240276065e-07,"Mid_v_Control","Biological Processes"
"17630",704,6.94058980818851e-08,2,345,"GO:0045787","positive regulation of cell cycle",6.41679217110178e-06,"Mid_v_Control","Biological Processes"
"17631",15,0.966452912938903,5,45,"GO:0045792","negative regulation of cell size",0.987067765306755,"Mid_v_Control","Biological Processes"
"17632",752,0.0228345763284038,6,52,"GO:0045793","positive regulation of cell size",0.172998960480365,"Mid_v_Control","Biological Processes"
"17633",467,0.232902099699454,2,37,"GO:0045806","negative regulation of endocytosis",0.565019156999454,"Mid_v_Control","Biological Processes"
"17634",268,0.211647768995299,2,124,"GO:0045807","positive regulation of endocytosis",0.54081950504012,"Mid_v_Control","Biological Processes"
"17635",903,0.000167714912243828,3,99,"GO:0045814","negative regulation of gene expression, epigenetic",0.00512469280156662,"Mid_v_Control","Biological Processes"
"17636",-19,0.957526268434508,5,44,"GO:0045815;GO:0141137","positive regulation of gene expression, epigenetic",0.984763909046299,"Mid_v_Control","Biological Processes"
"17637",-174,0.870086193244499,4,5,"GO:0045819","positive regulation of glycogen catabolic process",0.953388889894019,"Mid_v_Control","Biological Processes"
"17638",-398,0.516147425343471,6,15,"GO:0045822","negative regulation of heart contraction",0.786412624111535,"Mid_v_Control","Biological Processes"
"17639",-1321,0.00277350061494999,3,29,"GO:0045823","positive regulation of heart contraction",0.0448382599416915,"Mid_v_Control","Biological Processes"
"17640",1039,0.0289741642496052,3,25,"GO:0045824","negative regulation of innate immune response",0.198178963894202,"Mid_v_Control","Biological Processes"
"17641",1482,0.0611921823658535,2,9,"GO:0045830","positive regulation of isotype switching",0.294608741300859,"Mid_v_Control","Biological Processes"
"17642",-49,0.855380262386195,2,78,"GO:0045833","negative regulation of lipid metabolic process",0.949553889664042,"Mid_v_Control","Biological Processes"
"17643",-299,0.183799463275154,5,113,"GO:0045834","positive regulation of lipid metabolic process",0.508196927195835,"Mid_v_Control","Biological Processes"
"17644",1000,0.0666110728616289,3,19,"GO:0045835","negative regulation of meiotic nuclear division",0.30709020585101,"Mid_v_Control","Biological Processes"
"17645",141,0.78516753067263,3,21,"GO:0045836","positive regulation of meiotic nuclear division",0.918700782993525,"Mid_v_Control","Biological Processes"
"17646",94,0.821040067740945,4,33,"GO:0045838","positive regulation of membrane potential",0.932992909702933,"Mid_v_Control","Biological Processes"
"17647",573,0.044292060615689,3,70,"GO:0045839;GO:0051784","negative regulation of nuclear division",0.25020347672158,"Mid_v_Control","Biological Processes"
"17648",1255,0.000633030298088439,4,42,"GO:0045840","positive regulation of mitotic nuclear division",0.0148242546653914,"Mid_v_Control","Biological Processes"
"17649",833,0.117276203744011,2,20,"GO:0045842;GO:1901970;GO:1902101;GO:1905820","positive regulation of chromosome separation",0.413541893655133,"Mid_v_Control","Biological Processes"
"17650",442,0.223740052660373,3,43,"GO:0045843;GO:0048635;GO:1901862","negative regulation of muscle organ development",0.55417783603864,"Mid_v_Control","Biological Processes"
"17651",-267,0.329162221775201,2,76,"GO:0045844;GO:0048636;GO:1901863","positive regulation of muscle organ development",0.652180235541299,"Mid_v_Control","Biological Processes"
"17652",244,0.818044024587081,2,5,"GO:0045850","positive regulation of nurse cell apoptotic process",0.93158203125272,"Mid_v_Control","Biological Processes"
"17653",246,0.0119293691637125,3,637,"GO:0045859;GO:0043549;GO:0051338","regulation of transferase activity",0.113921792803903,"Mid_v_Control","Biological Processes"
"17654",165,0.175998463890187,3,397,"GO:0045860;GO:0033674;GO:0051347","positive regulation of transferase activity",0.501640814314795,"Mid_v_Control","Biological Processes"
"17655",-98,0.608045546671307,2,156,"GO:0045861","negative regulation of proteolysis",0.836395653249172,"Mid_v_Control","Biological Processes"
"17656",74,0.592650412172103,2,308,"GO:0045862","positive regulation of proteolysis",0.827054832269418,"Mid_v_Control","Biological Processes"
"17657",-2361,0.00854442973133697,-1,7,"GO:0045872","obsolete positive regulation of rhodopsin gene expression",0.0940413001198531,"Mid_v_Control","Biological Processes"
"17658",1523,0.0898557335953854,3,7,"GO:0045875","negative regulation of sister chromatid cohesion",0.359726911829429,"Mid_v_Control","Biological Processes"
"17659",1650,0.0495108467501745,4,8,"GO:0045876","positive regulation of sister chromatid cohesion",0.264948763338918,"Mid_v_Control","Biological Processes"
"17660",-77,0.816924031561968,6,51,"GO:0045879","negative regulation of smoothened signaling pathway",0.931302191106118,"Mid_v_Control","Biological Processes"
"17661",453,0.20690627249818,3,44,"GO:0045880","positive regulation of smoothened signaling pathway",0.535659805125453,"Mid_v_Control","Biological Processes"
"17662",751,0.0205564157618669,2,54,"GO:0045886;GO:0051964;GO:1904397;GO:1905809","negative regulation of synapse organization",0.161960468792232,"Mid_v_Control","Biological Processes"
"17663",322,0.261530867408141,2,69,"GO:0045887;GO:0051965;GO:1904398","positive regulation of synapse assembly",0.595642087164731,"Mid_v_Control","Biological Processes"
"17664",348,1.15301614000454e-05,5,1025,"GO:0045892;GO:1902679;GO:0051253;GO:0045934;GO:1903507;GO:2000113","negative regulation of nucleobase-containing compound metabolic process",0.000578169194949734,"Mid_v_Control","Biological Processes"
"17665",459,2.1133093205969e-09,2,1111,"GO:0045893;GO:1902680;GO:0051254;GO:0045935;GO:1903508","positive regulation of nucleobase-containing compound metabolic process",3.20626955127484e-07,"Mid_v_Control","Biological Processes"
"17666",-39,0.954734624891625,5,12,"GO:0045898;GO:0045899","regulation of RNA polymerase II transcription preinitiation complex assembly",0.984113226405524,"Mid_v_Control","Biological Processes"
"17667",1248,0.164415714384783,2,7,"GO:0045906","negative regulation of vasoconstriction",0.48764299850364,"Mid_v_Control","Biological Processes"
"17668",-111,0.724739808263335,6,57,"GO:0045907","positive regulation of vasoconstriction",0.889354863398325,"Mid_v_Control","Biological Processes"
"17669",1026,0.0250378390419349,2,27,"GO:0045910","negative regulation of DNA recombination",0.18200109780237,"Mid_v_Control","Biological Processes"
"17670",1311,0.0272891455534636,7,16,"GO:0045911","positive regulation of DNA recombination",0.190412587546986,"Mid_v_Control","Biological Processes"
"17671",1462,0.1688108000678,4,5,"GO:0045915;GO:0045964","positive regulation of dopamine metabolic process",0.493268611229367,"Mid_v_Control","Biological Processes"
"17672",-21,0.966175897780119,2,24,"GO:0045920","negative regulation of exocytosis",0.987067765306755,"Mid_v_Control","Biological Processes"
"17673",160,0.616187689336488,2,56,"GO:0045921","positive regulation of exocytosis",0.840281760268265,"Mid_v_Control","Biological Processes"
"17674",730,0.15944348686245,2,21,"GO:0045922","negative regulation of fatty acid metabolic process",0.480115578506421,"Mid_v_Control","Biological Processes"
"17675",-94,0.845950562365755,2,24,"GO:0045923","positive regulation of fatty acid metabolic process",0.94724568368533,"Mid_v_Control","Biological Processes"
"17676",-725,0.311205224208901,4,11,"GO:0045924","regulation of female receptivity",0.639819774719968,"Mid_v_Control","Biological Processes"
"17677",172,0.286172395632503,2,223,"GO:0045926","negative regulation of growth",0.617760694986326,"Mid_v_Control","Biological Processes"
"17678",328,0.0111411644335974,4,352,"GO:0045927","positive regulation of growth",0.111532877142204,"Mid_v_Control","Biological Processes"
"17679",673,2.06614565098875e-05,6,232,"GO:0045930","negative regulation of mitotic cell cycle",0.000892363782255506,"Mid_v_Control","Biological Processes"
"17680",767,3.0383380336072e-05,3,170,"GO:0045931","positive regulation of mitotic cell cycle",0.00119852307632359,"Mid_v_Control","Biological Processes"
"17681",-205,0.672503403373755,3,24,"GO:0045932","negative regulation of muscle contraction",0.870151462445333,"Mid_v_Control","Biological Processes"
"17682",-479,0.177442633533181,3,45,"GO:0045933","positive regulation of muscle contraction",0.502941358054207,"Mid_v_Control","Biological Processes"
"17683",338,0.435942585024268,3,30,"GO:0045939","negative regulation of steroid metabolic process",0.733560213580494,"Mid_v_Control","Biological Processes"
"17684",1001,0.0595658186303744,6,20,"GO:0045943","positive regulation of transcription by RNA polymerase I",0.291730338484901,"Mid_v_Control","Biological Processes"
"17685",270,0.00543173522232558,2,648,"GO:0045944","positive regulation of transcription by RNA polymerase II",0.0701428822051813,"Mid_v_Control","Biological Processes"
"17686",200,0.736976649811124,4,16,"GO:0045947","negative regulation of translational initiation",0.895338118490408,"Mid_v_Control","Biological Processes"
"17687",-189,0.709796237417702,5,22,"GO:0045948","positive regulation of translational initiation",0.88530023962912,"Mid_v_Control","Biological Processes"
"17688",2430,0.0221710282378406,3,5,"GO:0045950","negative regulation of mitotic recombination",0.16993001824262,"Mid_v_Control","Biological Processes"
"17689",598,0.299345842012059,4,17,"GO:0045956","positive regulation of calcium ion-dependent exocytosis",0.628914194113662,"Mid_v_Control","Biological Processes"
"17690",66,0.866624205496251,4,37,"GO:0045980;GO:1903579;GO:1900543","negative regulation of nucleotide metabolic process",0.952417426434123,"Mid_v_Control","Biological Processes"
"17691",533,0.219862331647925,6,30,"GO:0045981;GO:1900544;GO:1903580","positive regulation of nucleotide metabolic process",0.55077282657103,"Mid_v_Control","Biological Processes"
"17692",-473,0.441099645561124,2,15,"GO:0045986","negative regulation of smooth muscle contraction",0.736570282577581,"Mid_v_Control","Biological Processes"
"17693",-626,0.143072991868342,3,31,"GO:0045987","positive regulation of smooth muscle contraction",0.453377670474108,"Mid_v_Control","Biological Processes"
"17694",-216,0.762600290992557,6,11,"GO:0045988","negative regulation of striated muscle contraction",0.90882294497542,"Mid_v_Control","Biological Processes"
"17695",-104,0.884110728362919,2,11,"GO:0045989","positive regulation of striated muscle contraction",0.958637196210994,"Mid_v_Control","Biological Processes"
"17696",-86,0.814517912037618,2,42,"GO:0045992","negative regulation of embryonic development",0.930439885720789,"Mid_v_Control","Biological Processes"
"17697",209,0.216866570917706,2,201,"GO:0045995","regulation of embryonic development",0.547076470528728,"Mid_v_Control","Biological Processes"
"17698",588,0.544225528047992,2,6,"GO:0046006","regulation of activated T cell proliferation",0.798458331133144,"Mid_v_Control","Biological Processes"
"17699",1346,0.0731220134523877,2,10,"GO:0046011","regulation of oskar mRNA translation",0.322254924556848,"Mid_v_Control","Biological Processes"
"17700",692,0.514564689113823,2,5,"GO:0046015","regulation of transcription by glucose",0.785570290772184,"Mid_v_Control","Biological Processes"
"17701",-82,0.917208105123673,2,9,"GO:0046033","AMP metabolic process",0.969994702058405,"Mid_v_Control","Biological Processes"
"17702",-1136,2.24845005857302e-08,4,139,"GO:0046034","ATP metabolic process",2.60864294050521e-06,"Mid_v_Control","Biological Processes"
"17703",137,0.855280265552132,2,10,"GO:0046037","GMP metabolic process",0.949553889664042,"Mid_v_Control","Biological Processes"
"17704",-15,0.970234430948424,3,35,"GO:0046039","GTP metabolic process",0.988102775890159,"Mid_v_Control","Biological Processes"
"17705",1097,0.144157444455069,4,10,"GO:0046040","IMP metabolic process",0.454437719147919,"Mid_v_Control","Biological Processes"
"17706",-135,0.837433317039496,4,13,"GO:0046058","cAMP metabolic process",0.942077599948639,"Mid_v_Control","Biological Processes"
"17707",214,0.812051098238822,3,7,"GO:0046060","dATP metabolic process",0.930243380026208,"Mid_v_Control","Biological Processes"
"17708",-541,0.205777121344953,7,31,"GO:0046068;GO:0009187;GO:0052652","cyclic nucleotide metabolic process",0.534027731139512,"Mid_v_Control","Biological Processes"
"17709",-676,0.524583468781443,2,5,"GO:0046069","cGMP catabolic process",0.789008740411743,"Mid_v_Control","Biological Processes"
"17710",-102,0.923744846737286,6,5,"GO:0046085","adenosine metabolic process",0.973128929527094,"Mid_v_Control","Biological Processes"
"17711",231,0.827720766294001,2,5,"GO:0046100","hypoxanthine metabolic process",0.937888390042269,"Mid_v_Control","Biological Processes"
"17712",1104,0.063070974864125,4,16,"GO:0046112","nucleobase biosynthetic process",0.298791800056868,"Mid_v_Control","Biological Processes"
"17713",1444,0.0681639438299777,2,9,"GO:0046113","nucleobase catabolic process",0.310012341000752,"Mid_v_Control","Biological Processes"
"17714",1648,0.120792806109975,2,5,"GO:0046125","pyrimidine deoxyribonucleoside metabolic process",0.419942621900044,"Mid_v_Control","Biological Processes"
"17715",393,0.495385825989189,3,17,"GO:0046134","pyrimidine nucleoside biosynthetic process",0.773117444737993,"Mid_v_Control","Biological Processes"
"17716",1099,0.190560593102796,2,8,"GO:0046135","pyrimidine nucleoside catabolic process",0.515003936698605,"Mid_v_Control","Biological Processes"
"17717",-48,0.859366074359957,3,77,"GO:0046148","pigment biosynthetic process",0.949963257761292,"Mid_v_Control","Biological Processes"
"17718",62,0.953872016175704,2,5,"GO:0046154","rhodopsin metabolic process",0.984076153384338,"Mid_v_Control","Biological Processes"
"17719",-259,0.518944579011126,2,35,"GO:0046164","alcohol catabolic process",0.788339795912163,"Mid_v_Control","Biological Processes"
"17720",-512,0.0628864931753647,2,75,"GO:0046165","alcohol biosynthetic process",0.298280013479259,"Mid_v_Control","Biological Processes"
"17721",-361,0.439215879827819,3,26,"GO:0046173","polyol biosynthetic process",0.734966165424549,"Mid_v_Control","Biological Processes"
"17722",-251,0.682494472711958,2,15,"GO:0046174;GO:0071545","polyol catabolic process",0.875421590079483,"Mid_v_Control","Biological Processes"
"17723",-949,0.290350876327758,2,7,"GO:0046184","aldehyde biosynthetic process",0.621129832176377,"Mid_v_Control","Biological Processes"
"17724",-326,0.621013914928431,2,13,"GO:0046185","aldehyde catabolic process",0.842631740183272,"Mid_v_Control","Biological Processes"
"17725",-993,0.0332932262221394,4,26,"GO:0046189;GO:0009713;GO:0042423","phenol-containing compound biosynthetic process",0.214427349565312,"Mid_v_Control","Biological Processes"
"17726",-109,0.863894293470761,2,14,"GO:0046320","regulation of fatty acid oxidation",0.950778521806639,"Mid_v_Control","Biological Processes"
"17727",-197,0.803639308538422,4,9,"GO:0046321","positive regulation of fatty acid oxidation",0.926256974282406,"Mid_v_Control","Biological Processes"
"17728",420,0.283274141660106,5,37,"GO:0046329","negative regulation of JNK cascade",0.615569252104119,"Mid_v_Control","Biological Processes"
"17729",-56,0.922122389424856,5,17,"GO:0046337","phosphatidylethanolamine metabolic process",0.973128929527094,"Mid_v_Control","Biological Processes"
"17730",-1922,0.000149752567841372,5,22,"GO:0046339","diacylglycerol metabolic process",0.0046636102311442,"Mid_v_Control","Biological Processes"
"17731",1937,0.000777524771326917,3,17,"GO:0046348","amino sugar catabolic process",0.0172955416238397,"Mid_v_Control","Biological Processes"
"17732",555,0.321483147727525,3,18,"GO:0046349","amino sugar biosynthetic process",0.649663861032707,"Mid_v_Control","Biological Processes"
"17733",-746,0.0354439690710224,3,45,"GO:0046364","monosaccharide biosynthetic process",0.221693409083763,"Mid_v_Control","Biological Processes"
"17734",133,0.341404174428126,3,300,"GO:0046394;GO:0016053","carboxylic acid biosynthetic process",0.65993510286689,"Mid_v_Control","Biological Processes"
"17735",525,0.00201689612440723,3,200,"GO:0046395;GO:0016054","organic acid catabolic process",0.0350999246121105,"Mid_v_Control","Biological Processes"
"17736",-1134,0.242227341527393,4,6,"GO:0046398","UDP-glucuronate metabolic process",0.57524847489182,"Mid_v_Control","Biological Processes"
"17737",579,0.464932737680012,2,9,"GO:0046415","urate metabolic process",0.75266949626611,"Mid_v_Control","Biological Processes"
"17738",503,0.0577891642091912,2,81,"GO:0046425;GO:1904892","regulation of receptor signaling pathway via JAK-STAT",0.286411678523388,"Mid_v_Control","Biological Processes"
"17739",469,0.280563091881231,7,30,"GO:0046426;GO:1904893","negative regulation of receptor signaling pathway via JAK-STAT",0.612435018585725,"Mid_v_Control","Biological Processes"
"17740",142,0.696294138510659,3,43,"GO:0046427;GO:1904894","positive regulation of receptor signaling pathway via STAT",0.879208795895768,"Mid_v_Control","Biological Processes"
"17741",-225,0.336759175481329,3,104,"GO:0046434","organophosphate catabolic process",0.656132307591589,"Mid_v_Control","Biological Processes"
